# Model:              Mantle-stripped_Asteroid_11_2_18.mph
# Version:            COMSOL 5.3.0.260
# Date:               Jan 15 2018, 10:49
# Table:              Probe Table 2 
# Time (s)               Top Temperature          Melting Degree           Temperature P(0.5,0.5)   Rayleigh number          Bottom Temperature       Dynamic Viscosity [Pa s]  Nu = 0.006*Ra^(0.3)        Nu=0.385*Ra^(0.233)     Reynolds number
1.1743486973947894       0.24234621280903554      0                        0.33342849587420276      0                        0.366636200232763        1.0E14                   0                        0                        0
1.1783567134268536       0.24178223240901497      0                        0.33248193681524374      0                        0.36555022025138273      1.0E14                   0                        0                        0
1.1823647294589177       0.24122062275931544      0                        0.33153935234305687      0                        0.36446879622745376      1.0E14                   0                        0                        0
1.1863727454909818       0.24066137475051244      0                        0.33060072737438556      0                        0.3633919110466213       1.0E14                   0                        0                        0
1.190380761523046        0.2401044810116787       0                        0.32966604970579033      0                        0.3623195508633035       1.0E14                   0                        0                        0
1.19438877755511         0.23954992715755605      0                        0.3287352955039424       0                        0.36125168862125645      1.0E14                   0                        0                        0
1.1983967935871742       0.2389977057563657       0                        0.3278084524400822       0                        0.3601883103096415       1.0E14                   0                        0                        0
1.2024048096192383       0.2384478085007268       0                        0.326885506737418        0                        0.3591294002762657       1.0E14                   0                        0                        0
1.2064128256513025       0.2379002207882707       0                        0.32596643416073023      0                        0.3580749309690652       1.0E14                   0                        0                        0
1.2104208416833666       0.2373549366841836       0                        0.32505122484829785      0                        0.35702489116554315      1.0E14                   0                        0                        0
1.2144288577154307       0.23681194703770955      0                        0.3241398636018964       0                        0.35597926357720633      1.0E14                   0                        0                        0
1.2184368737474949       0.23627123709927841      0                        0.3232323259050776       0                        0.3549380202976866       1.0E14                   0                        0                        0
1.222444889779559        0.2357328022585986       0                        0.32232860408590214      0                        0.3539011525860012       1.0E14                   0                        0                        0
1.2264529058116231       0.2351966326106303       0                        0.32142868167139105      0                        0.35286864168299936      1.0E14                   0                        0                        0
1.2304609218436873       0.2346627133259089       0                        0.32053253398012527      0                        0.351840459464436        1.0E14                   0                        0                        0
1.2344689378757514       0.2341310409537929       0                        0.31964015526253586      0                        0.35081659937266396      1.0E14                   0                        0                        0
1.2384769539078155       0.23360160459461438      0                        0.31875152736978174      0                        0.3497970407197941       1.0E14                   0                        0                        0
1.2424849699398797       0.23307439038113154      0                        0.31786662719561604      0                        0.3487817571519001       1.0E14                   0                        0                        0
1.2464929859719438       0.23254939488719928      0                        0.31698544902678305      0                        0.3477707421485481       1.0E14                   0                        0                        0
1.250501002004008        0.232026606293166        0                        0.3161079731613921       0                        0.34676397323172514      1.0E14                   0                        0                        0
1.254509018036072        0.2315060127558506       0                        0.3152341798460445       0                        0.34576142785318864      1.0E14                   0                        0                        0
1.2585170340681362       0.23098760972288762      0                        0.3143640614852613       0                        0.34476309734044275      1.0E14                   0                        0                        0
1.2625250501002003       0.23047138494602065      0                        0.31349759764343116      0                        0.3437689583603696       1.0E14                   0                        0                        0
1.2665330661322645       0.22995732842800154      0                        0.3126347716315193       0                        0.3427789918491433       1.0E14                   0                        0                        0
1.2705410821643286       0.2294454345833361       0                        0.3117755741243309       0                        0.34179318715371476      1.0E14                   0                        0                        0
1.2745490981963927       0.22893569080784615      0                        0.3109199840753049       0                        0.3408115202274402       1.0E14                   0                        0                        0
1.2785571142284569       0.22842808877927184      0                        0.31006798758107035      0                        0.339833975178764        1.0E14                   0                        0                        0
1.282565130260521        0.22792262196847307      0                        0.3092195737341647       0                        0.3388605395407138       1.0E14                   0                        0                        0
1.2865731462925851       0.22741927748535723      0                        0.30837472099550334      0                        0.33789118868984724      1.0E14                   0                        0                        0
1.2905811623246493       0.22691804851843841      0                        0.3075334179781629       0                        0.3369259096039361       1.0E14                   0                        0                        0
1.2945891783567134       0.2264189276810274       0                        0.306695652334955        0                        0.3359646881638052       1.0E14                   0                        0                        0
1.2985971943887775       0.22592190186456038      0                        0.30586140214846913      0                        0.3350074993011607       1.0E14                   0                        0                        0
1.3026052104208417       0.22542695845037186      0                        0.3050306463093401       0                        0.3340543188616265       1.0E14                   0                        0                        0
1.3066132264529058       0.2249340851864822       0                        0.30420336432446926      0                        0.3331051233986404       1.0E14                   0                        0                        0
1.31062124248497         0.2244432870954079       0                        0.30337956459469706      0                        0.33215992252377124      1.0E14                   0                        0                        0
1.314629258517034        0.22395454546612842      0                        0.30255921580991985      0                        0.3312186804020554       1.0E14                   0                        0                        0
1.3186372745490982       0.22346785110988418      0                        0.3017423025941181       0                        0.33028137943536895      1.0E14                   0                        0                        0
1.3226452905811623       0.22298321405431287      0                        0.3009288417270488       0                        0.3293480388284378       1.0E14                   0                        0                        0
1.3266533066132264       0.2225006111781508       0                        0.30011879450939255      0                        0.32841861428053387      1.0E14                   0                        0                        0
1.3306613226452906       0.22202002415430638      0                        0.29931213026609704      0                        0.3274930706766419       1.0E14                   0                        0                        0
1.3346693386773545       0.22154146903173685      0                        0.2985088758591768       0                        0.32657143876683326      1.0E14                   0                        0                        0
1.3386773547094186       0.2210649257050623       0                        0.2977089976258327       0                        0.32565368000536066      1.0E14                   0                        0                        0
1.3426853707414828       0.2205903703918387       0                        0.2969124557466907       0                        0.3247397487968615       1.0E14                   0                        0                        0
1.3466933867735469       0.220117821137919        0                        0.296119280436247        0                        0.323829679738588        1.0E14                   0                        0                        0
1.350701402805611        0.21964726123951495      0                        0.2953294437181225       0                        0.3229234407877568       1.0E14                   0                        0                        0
1.3547094188376752       0.21917866216427512      0                        0.29454289780484066      0                        0.32202097721091905      1.0E14                   0                        0                        0
1.3587174348697393       0.21871204345229917      0                        0.2937596754231838       0                        0.321122326491738        1.0E14                   0                        0                        0
1.3627254509018034       0.21824738167495397      0                        0.2929797373161198       0                        0.32022744365082634      1.0E14                   0                        0                        0
1.3667334669338675       0.2177846193415326       0                        0.2922029871521845       0                        0.31933621831483316      1.0E14                   0                        0                        0
1.3707414829659317       0.2173237928665189       0                        0.2914294859475097       0                        0.31844872039398897      1.0E14                   0                        0                        0
1.3747494989979958       0.21686490224991287      0                        0.29065923370209523      0                        0.31756494988829465      1.0E14                   0                        0                        0
1.37875751503006         0.2164079474917145       0                        0.28989223041594125      0                        0.31668490679774974      1.0E14                   0                        0                        0
1.382765531062124        0.21595292859192383      0                        0.2891284760890477       0                        0.31580859112235427      1.0E14                   0                        0                        0
1.3867735470941882       0.21549982679680812      0                        0.2883679392852909       0                        0.3149359668321725       1.0E14                   0                        0                        0
1.3907815631262523       0.21504855597170425      0                        0.2876104756206191       0                        0.3140668684440755       1.0E14                   0                        0                        0
