# Model:              Juling_22_11_17_MODEL_C1.mph
# Version:            COMSOL 5.3.0.260
# Date:               Nov 23 2017, 16:05
# Table:              Probe Table 1 - 
# Time (h)               <T>_icypatch (K)           Icy Patch<cosZ>          <T>_floor (K)          Floor Crater<cosZ>       

0	181.4383882112074	0.0031621976585384784	181.64052145929813	0
0.5	179.14574545164683	0.001769995139880413	179.33361703875318	0
1	178.26548074381327	0.0015064497770290125	178.4460283602368	0
1.5	177.74010319722012	0.006325671625549261	177.8497095167332	0
2	177.31990530939382	0.017742294785885883	177.336784838708	0
2.5	177.12004084495499	0.03548578900060753	177.68407783045777	0.025020365071937913
3	177.1504257958996	0.06772794870681781	178.9303021442146	0.23914095354558101
3.5	177.25229009190255	0.12261286185123224	180.2935066718291	0.4856935021292565
4	177.58880335167487	0.17562428165279234	182.04072823178333	0.674110976451817
4.5	177.92531661144744	0.21330077636772382	183.7879497917371	0.7819772132715002
5	178.06726925782596	0.23163443631715505	184.25030401508582	0.7964911734768573
5.5	178.20484385421219	0.22466018243869265	184.6837458427802	0.7159304110298261
6	178.03258870579543	0.1957450959873325	183.72500890338864	0.5498554844641856
6.5	177.74132798659875	0.15038470525147624	182.23153625323096	0.31797535640882485
7	177.37513194581047	0.0950149068202617	180.86433367832555	0.06761268756439885
7.5	176.92340652697436	0.04781946308247011	179.64125273755798	1.269148242611831E-4
8	176.50315281483947	0.025253712603769986	178.5485123469717	0
8.5	176.20023845309098	0.012148258076784714	177.9417346540071	0
9	175.89732409134302	0.003964941652241094	177.33495696104308	0
9.5	175.71474779432768	0.0018042794188873011	176.95057527079913	0
10	175.5377119217768	0.0014919297165804076	176.57643280333878	0
10.5	175.59750477187245	0.005182285673670153	177.0143232941602	0
11	175.75856179541822	0.015463132487807268	177.79942608852392	0
11.5	175.91961881896356	0.03269345588709034	178.58452888288764	0.010408159590666998
12	176.08067584250938	0.06053028335428049	179.36963167725082	0.200159169316228
12.5	176.28471157630932	0.11430436076120333	180.2387861047526	0.45222016347186944
13	176.67259233609764	0.16858926253781764	181.4674784194379	0.6508606814016221
13.5	177.06047309588604	0.2089280801886809	182.69617073412292	0.7717091934941814
14	177.44835385567256	0.23032553761079558	183.92486304880808	0.8004239875004704
14.5	177.5900287494326	0.22740801202579086	184.15573972645615	0.7335973316594803
15	177.31400263633134	0.20121099750659055	182.69377048221162	0.5791598876901236
15.5	177.03797652322936	0.15771139033605347	181.2318012379676	0.35543953852231996
16	176.76195041012758	0.10362214142735464	179.76983199372384	0.0962794220013359
16.5	176.46448395518473	0.052523719047229474	178.73778555693136	0.0012626138599863956
17	176.14963122426232	0.027845262559455734	178.0543695961017	0
17.5	175.83477849333894	0.013817461994027483	177.37095363527132	0
18	175.62977642161644	0.004886498888906332	176.94787106905255	0
18.5	175.45327130989008	0.0018729844907268772	176.59232301183133	0
19	175.2904266836451	0.0015329293384898125	176.28304220914262	0
19.5	175.49516922956676	0.004132611307741939	177.2187573681127	0
20	175.69991177548832	0.013438127341527353	178.15447252708267	0
20.5	175.90465432140948	0.029929730370955747	179.09018768605134	0.0027706080415436114
21	176.1093968673309	0.05415231905292269	180.0259028450207	0.16236584180699634
21.5	176.31413941325243	0.1060135239505043	180.96161800399085	0.41754755489278783
22	176.5651031700356	0.16112401087272565	181.81553672001832	0.625889683517127
22.5	176.8588259690164	0.20413504096437016	182.59378590056374	0.7594032425934799
23	177.15254876799762	0.2283927602718853	183.37203508110966	0.8022434938419403
23.5	177.44627156697769	0.22957862600899132	184.15028426165605	0.7493263651010544
24	177.38385571847974	0.20622862969894948	183.6971413622662	0.6069318032258277
24.5	177.02883716017098	0.16493444316970754	182.23228950632878	0.3919585006112841
25	176.67381860186256	0.11217256341765099	180.76743765039137	0.13132243709913335
25.5	176.31880004355418	0.05793439266883239	179.30258579445305	0.004120952785995923
26	176.01571672945033	0.030797062896330052	178.34144363124037	0
26.5	175.75047658425717	0.015569753267657818	177.74733490122247	0
27	175.48523643906495	0.005954416188328415	177.15322617120506	0
27.5	175.30934174729083	0.0019686424330125443	176.7334835498761	0
28	175.18671416199948	0.001592547556153748	176.4176967284574	0
28.5	175.06408657670798	0.0032693194627058273	176.10190990703796	0
29	175.1115932744355	0.011605654375653602	176.39791009719812	0
29.5	175.2412036894029	0.02728114027061353	176.98914759589815	3.722168366497843E-4
30	175.37081410436994	0.04861470819119988	177.58038509459868	0.12667131341540472
30.5	175.6669342481979	0.09769894663150551	178.7317693758084	0.3817666922606179
31	176.14955161187214	0.1534475763302422	180.51053932606396	0.5992635318630233
31.5	176.6321689755458	0.19894161922366368	182.2893092763186	0.7450916637867321
32	176.99759985008419	0.22588273429559133	183.50636544372017	0.8019449162828965
32.5	177.04438578842428	0.23118512580820397	183.19605054796241	0.763076222518774
33	177.0911717267642	0.2109282421721868	182.88573565220554	0.6330983295759061
33.5	177.10863226940765	0.1719314591160178	182.50106104392154	0.42743638011470675
34	176.7115712213691	0.12064370557990922	181.06529383870443	0.17068974616184537
34.5	176.3145101733303	0.06417831349696013	179.6295266334862	0.010008847261389987
35	175.94174189772966	0.03390441290671511	178.35052265263116	0
35.5	175.67703584666575	0.017420399956447327	177.76885294243877	0
36	175.412329795602	0.007098237780918825	177.18718323224712	0
36.5	175.19096515905204	0.00205810850198726	176.6851992711452	0
37	175.07024376231783	0.001647084875905528	176.3682538475624	0
37.5	174.9495223655847	0.0025814177058669204	176.05130842398057	0
38	174.93694484207668	0.010025217461309889	176.13486003790086	0
